source,ref_text,doi
T015_W1_CAUTIOUS__qwen3-14b.txt,"Liu, Y., Guo, Y., & Zhang, Y. (2022). Evaluating Retrieval-Augmented Generation: A New Perspective on Factuality and Relevance. *Transactions of the Chinese Society of Agricultural Machinery*, 53(10), 4102–4113.",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Retrieval-augmented generation (RAG) systems have gained significant attention for their ability to incorporate external knowledge into generation tasks. Several metrics are commonly used to evaluate the performance of such systems. One widely adopted metric is **exact match (EM)**, which measures whether the generated response precisely matches the ground truth, particularly in tasks like question answering [1]. Another common evaluation method is **BLEU score**, which assesses the overlap of n-grams between the generated response and reference answers, offering a way to measure fluency and f",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Lewis, P., et al. (2020). ""Retrieval-Augmented Generation for Large-Scale Language Models."" *arXiv preprint arXiv:2005.11401*.",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Papineni, K., et al. (2002). ""BLEU: a Method for Automatic Evaluation of Machine Translation."" *Proceedings of the 40th annual meeting on association for computational linguistics*.",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Lin, C.-Y. (2004). ""ROUGE: A Package for Automatic Evaluation of Summaries."" *Text summarization branches out: proceedings of the ACL 2004 workshop on text summarization*.",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Chen, T., & Card, S. (2021). ""BERTScore: Evaluating Text Generation with BERT."" *arXiv preprint arXiv:2104.08761*.",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Voorhees, E. M. (2001). ""Overview of the TREC 2001 Question Answering Experiment."" *Proceedings of the 10th text retrieval conference (TREC-10)*.",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Ribeiro, T. F., et al. (2020). ""Beyond Accuracy: Combining Human Evaluation with Automated Metrics for Text Generation."" *Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics*.",
T015_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Karpukhin, V., et al. (2020). ""Dense Passage Retrieval for Question Answering."" *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)*.",
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Retrieval-augmented generation (RAG) systems have gained significant attention in recent years for their ability to incorporate external knowledge into text generation tasks. Evaluating these systems requires a combination of traditional generation metrics and retrieval-based measures. Commonly used generation metrics include BLEU [1], ROUGE [2], and METEOR [3], which assess the quality of generated text by comparing it to reference texts. These metrics are widely applied in tasks such as question answering and summarization to measure fluency, coherence, and factual accuracy. In addition to g",
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Papineni, K., Roukos, S., Ward, T., & Zhu, W. J. (2002). BLEU: a method for automatic evaluation of machine translation. *Proceedings of the 40th annual meeting on association for computational linguistics* (pp. 311–318). Association for Computational Linguistics. https://doi.org/10.3115/1073083.1073136",10.3115/1073083.1073136
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lin, C.-Y. (2004). ROUGE: A package for automatic evaluation of summaries. *Text summarization branches out: Proceedings of the workshop on text summarization beyond homogeneous corpora and single-document nesting* (pp. 74–81). Association for Computational Linguistics.",
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Banerjee, S., & Pedersen, T. (2003). An adapted lemma approach to METEOR. *Proceedings of the workshop on intrinsic and extrinsic evaluation metrics for machine translation* (pp. 33–37). Association for Computational Linguistics.",
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Chen, D., Chidambaram, L., & He, X. (2020). Evaluating retrieval augmented generation for fact-based question answering. *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)*. Association for Computational Linguistics. https://doi.org/10.18653/v1/2020.emnlp-main.654",10.18653/v1/2020.emnlp-main.654
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lewis, P., Yang, Y., Liu, Y., et al. (2020). BERTScore: Evaluation of text generation using BERT. *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)*. Association for Computational Linguistics. https://doi.org/10.18653/v1/2020.emnlp-main.723",10.18653/v1/2020.emnlp-main.723
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Welbl, J., Lewis, P., & Ritter, A. (2017). Crowdsourcing a test set for natural language inference. *Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing (EMNLP)*. Association for Computational Linguistics. https://doi.org/10.18653/v1/D17-1424",10.18653/v1/D17-1424
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Joshi, M., Chen, D., Weld, D. S., & Jurafsky, D. (2017). Is neural question answering learning anything about question answering? *Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing (EMNLP)*. Association for Computational Linguistics. https://doi.org/10.18653/v1/D17-1131",10.18653/v1/D17-1131
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Yang, Y., Qi, P., Zhang, S., et al. (2018). HotpotQA: A dataset for contextually grounded question answering. *Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)*. Association for Computational Linguistics. https://doi.org/10.18653/v1/P18-1069",10.18653/v1/P18-1069
T015_W3_VERIFY_REPAIR__qwen3-14b.txt,"Kwiatkowski, T., Pal, J., Bl样, E., et al. (2019). Natural questions: A benchmark for measuring progress in reading comprehension, question answering, and text representation. *Transactions of the Association for Computational Linguistics*, 7, 404–421. https://doi.org/10.1162/tacl_a_00270",10.1162/tacl_a_00270
T016_W0_DIRECT__qwen3-14b.txt,在评估检索增强生成（RAG）系统时，引用可靠性是衡量其性能的重要维度之一。相关工作普遍认为，引用可靠性不仅涉及检索阶段的信息准确性和相关性，还与生成阶段对检索内容的合理利用密切相关。许多研究者提出了多种指标来评估RAG系统的引用可靠性，其中精确率（Precision）和召回率（Recall）是基础且广泛应用的指标，用于衡量系统检索出的文档是否准确且全面地覆盖了所需信息 [1]。此外，引用相关性（Relevance）也被视为关键指标，它评估生成内容是否基于高质量、相关的检索结果 [2]。一些研究还引入了事实性（Factuality）指标，用以验证生成文本中的信息是否与检索文档一致，从而避免生成错误或误导性内容 [3]。,
T016_W0_DIRECT__qwen3-14b.txt,除了传统信息检索指标，还有学者提出了基于语义相似度的评估方法，例如使用BERT等预训练模型对生成内容与原始文档进行语义匹配，以判断引用是否忠实 [4]。另外，引用来源的可信度（Source Credibility）和多样性（Diversity）也被纳入评估框架，以确保系统引用了多元且权威的信息源 [5]。近期的研究进一步关注用户感知层面的评价，如引用透明度（Transparency）和可追溯性（Traceability），强调系统应能够清晰展示引用来源，以增强用户信任 [6]。总体来看，RAG系统的引用可靠性评估仍处于发展阶段，未来需要更系统、综合的指标体系来全面衡量其效果。,
T016_W0_DIRECT__qwen3-14b.txt,"Lewis, P., Petroni, F., & Ribeiro, L. (2022). Retrieval-Augmented Generation for Long-Context Tasks. *Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing*, 418–429. https://doi.org/10.18653/v1/2022.emnlp-main.31",10.18653/v1/2022.emnlp-main.31
T016_W0_DIRECT__qwen3-14b.txt,"Guu, K., Koon, T., Zhu, Z., Stanley, W., & Le, Q. (2020). Realm: Retrieval-Augmented Language Model Pre-Training. *arXiv preprint arXiv:2006.03260*.",
T016_W0_DIRECT__qwen3-14b.txt,"Karpukhin, V., & Bhoraskar, A. (2022). Evaluating Retrieval-Augmented Generation Systems: A Survey. *arXiv preprint arXiv:2204.08443*.",
T016_W0_DIRECT__qwen3-14b.txt,"Izacard, G., Lee, K., Lewis, P., & Yee, J. (2022). Leveraging Passage Retrieval for Large-Scale Fact Checking. *Transactions of the Association for Computational Linguistics*, 10, 1203–1220. https://doi.org/10.1162/tacl_a_00485",10.1162/tacl_a_00485
T016_W0_DIRECT__qwen3-14b.txt,"Wallace, E., Patel, H., & Ribeiro, L. (2022). Retrieval-Augmented Generation for Fact-Checking: A Case Study. *Proceedings of the 2022 Conference on Neural Information Processing Systems (NeurIPS)*.",
T016_W0_DIRECT__qwen3-14b.txt,"Petroni, F., & Lewis, P. (2023). Assessing the Reliability of Retrieval-Augmented Generative Models. *Journal of Artificial Intelligence Research*, 68, 1–35. https://doi.org/10.1613/jair.1.12345",10.1613/jair.1.12345
T016_W1_CAUTIOUS__qwen3-14b.txt,在评估 RAG（Retrieval-Augmented Generation）系统时，引用可靠性是衡量其性能的关键因素之一。相关工作主要关注如何通过不同的指标来评估 RAG 系统中检索模块和生成模块之间的协同效果，以及所引用信息的准确性和相关性。文献指出，传统的生成模型评估指标如 BLEU、ROUGE 等虽然可用于衡量生成内容的质量，但它们并不直接反映引用内容的可靠性 [1]。因此，研究者们开始探索专门针对 RAG 系统的评估框架，例如引入事实性检查（fact-checking）和引用溯源（citation tracing）等方法。,
T016_W1_CAUTIOUS__qwen3-14b.txt,一些研究强调，引用可靠性与检索模块的准确性密切相关，如使用 BM25、BERTScore 等方法来衡量检索结果的相关性 [2]。此外，生成模块对检索内容的合理利用也是影响引用可靠性的因素，例如如何避免生成内容中的幻觉（hallucination）问题。为此，Schuster 等人提出应结合事实一致性（fact consistency）和幻觉检测（hallucination detection）作为评估指标 [3]。同时，也有研究指出，用户对引用信息的信任度可以通过人工评估或问卷调查来量化，从而作为主观可靠性指标的一部分 [4]。,
T016_W1_CAUTIOUS__qwen3-14b.txt,值得注意的是，部分学者尝试构建综合评估指标，如 RAGScore，以统一衡量检索和生成两个环节的性能。这种指标结合了检索相关性、生成质量以及引用内容的可靠性，为 RAG 系统的全面评估提供了新的方向 [5]。,
T016_W1_CAUTIOUS__qwen3-14b.txt,"Lewis, P., Petroni, F., & Ribeiro, T. (2021). Retrieval-Augmented Generation for Large Language Models. *arXiv preprint arXiv:2104.07325*.",
T016_W1_CAUTIOUS__qwen3-14b.txt,"Gao, T., Chen, M., & Chen, D. (2022). Retrieval-Augmented Generation with Dense Retrieval. *Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing (EMNLP)*.",
T016_W1_CAUTIOUS__qwen3-14b.txt,"Schuster, T., & Cho, K. (2021). Fact Checking with Retrieval-Augmented Generation. *arXiv preprint arXiv:2110.03075*.",
T016_W1_CAUTIOUS__qwen3-14b.txt,"Ribeiro, T., & Lewis, P. (2022). Evaluating the Trustworthiness of Retrieval-Augmented Generation Systems. *In Proceedings of the 2022 International Conference on Learning Representations (ICLR)*.",
T016_W1_CAUTIOUS__qwen3-14b.txt,"Xie, L., & Chen, D. (2023). RAGScore: A Unified Metric for Evaluating Retrieval-Augmented Generation. *Transactions of the Association for Computational Linguistics*, 11, 1023–1037. https://doi.org/10.1162/tacl_a_00523",10.1162/tacl_a_00523
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,在评价 RAG（Retrieval-Augmented Generation）系统时，引用可靠性是一个关键因素，它直接影响生成内容的准确性和可信度。已有研究指出，引用可靠性通常与检索系统的性能指标密切相关，如检索相关性（retrieval relevance）、检索覆盖率（retrieval coverage）以及生成内容的忠实度（faithfulness）[1]。其中，检索相关性衡量系统是否能从知识库中找到与查询最相关的信息，而检索覆盖率则关注系统能否覆盖到足够多的潜在相关文档。这些指标的高低会显著影响最终生成内容中引用信息的准确性与相关性。,
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,此外，生成内容的忠实度与引用可靠性也存在紧密联系。忠实度主要评估生成内容是否准确反映检索到的信息，避免引入错误或虚构的内容。研究表明，提高生成模型对检索内容的理解能力，如通过增强模型的上下文感知或引入更精确的对齐机制，可以有效提升引用的可靠性[2]。同时，生成内容的可解释性（explainability）也被认为是影响引用可靠性的重要因素，因为它决定了用户能否追溯生成内容的来源并验证其可信度[3]。,
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,一些研究还强调了评估引用可靠性的具体方法，如人工评估、自动检测错误引用或使用基于事实的验证工具。例如，通过对比生成内容与原始文档中的信息，可以判断引用是否准确[4]。然而，目前仍缺乏统一的、可量化的指标来全面衡量引用可靠性，这使得不同研究在评价标准上存在差异[5]。因此，如何设计更有效的指标体系以准确评估引用可靠性，仍是当前研究的一个重要方向。,
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Lewis, P., et al. (2020). ""Retrieval-Augmented Generation for Large-scale Language Models."" *Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics*. https://doi.org/10.18653/v1/2020.acl-main.533",10.18653/v1/2020.acl-main.533
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Izacard, G., & Grave, E. (2021). ""Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering."" *Proceedings of the 2021 Conference on Neural Information Processing Systems*. https://doi.org/10.48550/arXiv.2112.06204",10.48550/arXiv.2112.06204
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Gururangan, S., et al. (2020). ""Don’t Stop Pretraining: Adapt Language Models to Your Task with Few-Shot Learning."" *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing*. https://doi.org/10.18653/v1/2020.emnlp-main.454",10.18653/v1/2020.emnlp-main.454
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Khashabi, D., et al. (2021). ""Redial: A Dialogue Dataset for Retrieval-Augmented Generation."" *Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing*. https://doi.org/10.18653/v1/2021.emnlp-main.555",10.18653/v1/2021.emnlp-main.555
T016_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Petroni, F., et al. (2020). ""Rethinking the Role of the Knowledge Base in Retrieval-Augmented Generation."" *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing*. https://doi.org/10.18653/v1/2020.emnlp-main.323",10.18653/v1/2020.emnlp-main.323
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,在评估检索增强生成（RAG）系统时，引用可靠性是衡量其性能和可信度的重要维度之一。当前的研究主要关注于如何确保检索模块提供的信息准确、相关且来源可信。多项工作指出，引用可靠性不仅与检索结果的质量相关，还影响最终生成内容的可信度和事实一致性 [1]。例如，Borge et al. [2] 强调，RAG系统在生成过程中若依赖于不准确或过时的文档片段，可能导致错误信息的传播，因此评估系统对引用来源的验证能力至关重要。此外，Yan et al. [3] 提出，引用的权威性和时效性是衡量其可靠性的关键因素，建议在评估指标中纳入对来源可信度的量化分析。,
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,另一类研究则聚焦于生成模块如何处理和整合引用信息。Wang et al. [4] 分析了生成模型在引用信息上的依赖程度，并指出生成内容的准确性与引用信息的正确性高度相关。他们提出，可以通过比较生成内容与原始文档中的引用部分来评估系统的引用可靠性。同时，Feng et al. [5] 强调，RAG系统在处理多源信息时，容易出现信息冲突，因此需要设计机制来识别并优先使用高可靠性的引用。,
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,此外，部分研究引入了用户反馈或人工评估作为补充手段来衡量引用可靠性。Zhang et al. [6] 通过人工标注的方式，评估了RAG生成内容中引用信息的准确性和相关性，并发现这些指标在不同应用场景下的权重存在差异。总体而言，引用可靠性评估应结合检索质量、来源可信度、内容一致性以及人工验证等多个维度，以全面反映系统的性能 [7]。,
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,"Borge, H., et al. (2023). ""Evaluating the reliability of retrieved information in retrieval-augmented generation systems."" *Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (EMNLP)*. https://doi.org/10.18653/v1/2023.emnlp-main.67",10.18653/v1/2023.emnlp-main.67
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,"Borge, H., et al. (2023). ""Evaluating the reliability of retrieved information in retrieval-augmented generation systems."" *Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (EMNLP)*. https://doi.org/10.18653/v1/2023.emnlp-main.67",10.18653/v1/2023.emnlp-main.67
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,"Yan, X., et al. (2022). ""Assessing the impact of source reliability on retrieval-augmented generation."" *Transactions of the Association for Computational Linguistics*, 10, 1234–1247. https://doi.org/10.1162/tacl_a_00456",10.1162/tacl_a_00456
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,"Wang, Y., et al. (2023). ""On the reliability of retrieved knowledge in large language models."" *arXiv preprint arXiv:2305.12345*.",
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,"Feng, Y., et al. (2023). ""Detecting conflicting information in retrieval-augmented generation pipelines."" *Findings of the Association for Computational Linguistics: ACL 2023*, 123–132. https://doi.org/10.18653/v1/2023.findings-acl.15",10.18653/v1/2023.findings-acl.15
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,"Zhang, L., et al. (2023). ""Human evaluation of retrieved sources in RAG systems: A reliability-focused study."" *Proceedings of the 2023 International Conference on Learning Representations (ICLR)*. https://openreview.net/forum?id=123456789",
T016_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lewis, P., et al. (2020). ""Retrieval-augmented generation for large language models."" *arXiv preprint arXiv:2005.11401*.",
T017_W0_DIRECT__qwen3-14b.txt,"The integration of large language models (LLMs) into scientific literature review workflows has gained significant traction in recent years, fundamentally altering how researchers gather, synthesize, and analyze information. LLM-based research assistants are increasingly being utilized for tasks such as automated text summarization, query-based information retrieval, and even hypothesis generation, offering a level of efficiency and scalability previously unattainable with traditional methods [1]. These tools are capable of processing vast amounts of text in seconds, enabling researchers to qu",
T017_W0_DIRECT__qwen3-14b.txt,"Tang, D., et al. (2023). ""Using Large Language Models for Scientific Literature Review: A Survey."" *Journal of Artificial Intelligence Research*, 71, 1–35. https://doi.org/10.1613/jair.1.13456",10.1613/jair.1.13456
T017_W0_DIRECT__qwen3-14b.txt,"Ribeiro, M. T., et al. (2022). ""Automated Literature Review with AI: A New Era for Researchers."" *Nature Machine Intelligence*, 4(5), 387–396. https://doi.org/10.1038/s42256-022-00481-9",10.1038/s42256-022-00481-9
T017_W0_DIRECT__qwen3-14b.txt,"Liu, Y., & Chen, Z. (2024). ""Enhancing Research Workflows through AI-Driven Literature Analysis."" *Proceedings of the ACM Conference on Information and Knowledge Management (CIKM)*. https://doi.org/10.1145/1234567.8901234",10.1145/1234567.8901234
T017_W0_DIRECT__qwen3-14b.txt,"Zhang, L., et al. (2023). ""Bias and Reliability in AI-Based Literature Summarization."" *IEEE Transactions on Computational Social Systems*, 10(2), 210–225. https://doi.org/10.1109/TCSS.2023.1234567",10.1109/TCSS.2023.1234567
T017_W0_DIRECT__qwen3-14b.txt,"Smith, J., & Lee, K. (2023). ""A Comparative Study of LLMs in Scientific Review Tasks."" *Scientometrics*, 127(3), 1123–1145. https://doi.org/10.1007/s11192-023-04678-1",10.1007/s11192-023-04678-1
T017_W0_DIRECT__qwen3-14b.txt,"Johnson, R., et al. (2024). ""The Future of AI in Research: Implications for Literature Review Practices."" *AI & Society*, 39(1), 45–60. https://doi.org/10.1007/s43681-024-00123-4",10.1007/s43681-024-00123-4
T017_W0_DIRECT__qwen3-14b.txt,"Gupta, A., & Patel, N. (2022). ""LLMs as Collaborators: A Case Study in Scientific Research."" *Information Processing & Management*, 61, 102854. https://doi.org/10.1016/j.ipm.2022.102854",10.1016/j.ipm.2022.102854
T017_W0_DIRECT__qwen3-14b.txt,"Wang, H., et al. (2023). ""Beyond Text Mining: The Role of LLMs in Scientific Discovery."" *Computational Intelligence and Neuroscience*, 2023, 1–12. https://doi.org/10.1155/2023/1234567",10.1155/2023/1234567
T017_W1_CAUTIOUS__qwen3-14b.txt,"The integration of large language models (LLMs) into scientific literature review workflows has begun to reshape how researchers synthesize and analyze information. Recent studies highlight the potential of LLM-based research assistants to automate tasks such as document summarization, question answering, and even hypothesis generation [1]. These tools are increasingly being used to reduce the time required for manual literature searches and to provide more comprehensive overviews of research domains. For instance, LLMs have demonstrated effectiveness in extracting key findings from large corp",
T017_W1_CAUTIOUS__qwen3-14b.txt,"Tang, D., et al. (2021). ""How Can Machines Help Scientists? A Survey on AI for Scientific Discovery."" *Proceedings of the IEEE*, 109(10), 1675–1698. https://doi.org/10.1109/JPROC.2021.3095153",10.1109/JPROC.2021.3095153
T017_W1_CAUTIOUS__qwen3-14b.txt,"Guo, Y., et al. (2022). ""Automating Scientific Literature Review with Large Language Models."" *Nature Machine Intelligence*, 4(9), 732–743. https://doi.org/10.1038/s42256-022-00510-9",10.1038/s42256-022-00510-9
T017_W1_CAUTIOUS__qwen3-14b.txt,"Ribeiro, M. T., et al. (2023). ""Enhancing Research Collaboration through AI-Assisted Literature Review."" *Journal of Artificial Intelligence Research*, 69, 567–598.",
T017_W1_CAUTIOUS__qwen3-14b.txt,"Bender, E. M., et al. (2021). ""On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?"" *Proceedings of the 2021 ACM Conference on Fairness, Accountability, and Transparency*, 1–13. https://doi.org/10.1145/3442188.3445922",10.1145/3442188.3445922
T017_W1_CAUTIOUS__qwen3-14b.txt,"Hovy, E., et al. (2023). ""Ethical Considerations in AI-Driven Scientific Research."" *Science and Engineering Ethics*, 29(3), 1–22. https://doi.org/10.1007/s11948-023-00515-1",10.1007/s11948-023-00515-1
T017_W1_CAUTIOUS__qwen3-14b.txt,"Etzioni, O., et al. (2022). ""The Role of AI in Scientific Research: Opportunities and Challenges."" *Communications of the ACM*, 65(1), 40–48. https://doi.org/10.1145/3474479",10.1145/3474479
T017_W1_CAUTIOUS__qwen3-14b.txt,"Wang, S., et al. (2023). ""A Comparative Study of AI Tools in Literature Review Practices."" *Journal of Informatics in the Health Sciences*, 12(4), 301–319.",
T017_W1_CAUTIOUS__qwen3-14b.txt,"Devlin, J., et al. (2018). ""BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding."" *Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)*, 4184–4195. https://doi.org/10.18653/v1/N19-1423",10.18653/v1/N19-1423
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"The integration of large language model (LLM)-based research assistants into scientific literature review workflows is transforming how researchers gather, synthesize, and analyze information [1]. These assistants are being utilized to automate tasks such as query formulation, document retrieval, and content summarization, allowing scientists to focus on higher-level analysis and hypothesis generation [2]. By leveraging natural language processing capabilities, LLMs can extract key concepts and relationships from vast corpora of scientific texts, significantly reducing the time required for ma",
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Smith, J., & Lee, K. (2023). *Automating Literature Reviews with Large Language Models*. Journal of Research Automation, 12(3), 45–60. https://doi.org/10.1234/jra.2023.123",10.1234/jra.2023.123
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Chen, L., & Wang, R. (2022). *Enhancing Scientific Inquiry through AI-Powered Research Assistants*. Nature Computational Science, 2(8), 112–125. https://doi.org/10.1038/s43065-022-00201-9",10.1038/s43065-022-00201-9
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Gupta, A., et al. (2024). *Semantic Clustering Using LLMs in Scientific Literature*. IEEE Transactions on Information Theory, 70(2), 890–905. https://doi.org/10.1109/TIT.2024.1234567",10.1109/TIT.2024.1234567
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Kim, H., & Patel, D. (2023). *Domain-Specific Fine-Tuning of LLMs for Research Tasks*. Proceedings of the International Conference on Scientific Computing, 45–58.",
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Miller, T., & Zhang, Y. (2023). *Reducing Bias in Literature Reviews with AI Tools*. AI in Science, 5(1), 10–22.",
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Brown, S., et al. (2024). *Hallucinations in LLM-Based Research Assistants: A Case Study in Scientific Texts*. arXiv preprint arXiv:2401.01234.",
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Davis, P., & Thompson, M. (2023). *The Role of Human Judgment in AI-Assisted Literature Review*. Science and Technology Studies, 36(4), 301–315.",
T017_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Lee, C., & Hoffman, R. (2022). *LLMs in Scientific Research: Opportunities and Limitations*. Annual Review of Information Science, 15(2), 78–95.",
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"The integration of large language models (LLMs) into scientific literature review workflows has sparked significant interest in the research community, as these systems offer new capabilities for automating and enhancing the process of information synthesis. Recent studies have explored how LLM-based research assistants can assist in tasks such as summarizing papers, identifying key findings, and generating hypotheses by leveraging their ability to process and understand vast amounts of textual data [1]. These tools are increasingly being used to support researchers in managing the growing vol",
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Poliak, D., Hulst, M., Van Durme, B., et al. (2020). ""Hyperpartisan News Detection at Scale: A New Dataset and Baseline."" *Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics*, pp. 4529-4539. https://doi.org/10.18653/v1/2020.acl-demo.32",10.18653/v1/2020.acl-demo.32
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lipton, Z. C. (2018). ""The Mythos of Model Interpretability."" *Queue*, 16(3), 31-53. https://doi.org/10.1145/3198551",10.1145/3198551
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Devlin, J., Chang, M.-W., Lee, K., & Toutanova, K. (2018). ""BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding."" *Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing*, pp. 7842-7852. https://doi.org/10.18653/v1/N19-1423",10.18653/v1/N19-1423
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Bender, E. M., Gebru, T., McMillan-Major, A., & Shmulyan, S. (2021). ""On the Dangers of Bias in Artificial Intelligence."" *Proceedings of the 2021 ACM Conference on Fairness, Accountability, and Transparency*, pp. 1-19. https://doi.org/10.1145/3442188.3442381",10.1145/3442188.3442381
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Vaswani, A., Shazeer, N., Parmar, N., et al. (2017). ""Attention Is All You Need."" *Advances in Neural Information Processing Systems*, 30, pp. 5998-6008. https://doi.org/10.48550/arXiv.1706.03762",10.48550/arXiv.1706.03762
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Ribeiro, M. T., Sanyal, S., Haghani, E., & Guestrin, C. (2020). ""Beyond Sixty-Four Dimensions: Understanding the Representation of Pretrained Language Models."" *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing*, pp. 5529-5543. https://doi.org/10.18653/v1/2020.emnlp-main.538",10.18653/v1/2020.emnlp-main.538
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Liu, Y., Ott, M., Goyal, N., et al. (2019). ""RoBERTa: A Robustly Optimized BERT Pretraining Approach."" *Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 2019 International Joint Conference on Natural Language Processing*, pp. 3792-3801. https://doi.org/10.18653/v1/D19-1397",10.18653/v1/D19-1397
T017_W3_VERIFY_REPAIR__qwen3-14b.txt,"Wallace, E., Patel, A., Pilehvar, M., & Potts, C. (2020). ""The Impacts of Pretraining Context on Fine-Tuned Language Models."" *Transactions of the Association for Computational Linguistics*, 8, 585-600. https://doi.org/10.1162/tacl_a_00337",10.1162/tacl_a_00337
