source,ref_text,doi,verify_source,verify_title,verify_year,doi_resolves,status
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"T. Saier and M. Färber, ""A Graph-Based Approach for Verifying Scientific Citations,"" in *Proceedings of the 30th ACM International Conference on Information and Knowledge Management (CIKM)*, 2021, pp.",10.1145/3459637.3482026,crossref,"Fake News, Disinformation, Propaganda, and Media Bias",2021,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"D. S. W. Ting, K. H. Lim, and V. C. S. Lee, ""BERT-based Citation Verification: Distinguishing Real from Hallucinated References,"" in *Proceedings of the 2022 Conference on Empirical Methods in Natural",10.18653/v1/2022.emnlp-main.137,crossref,Are Hard Examples also Harder to Explain? A Study with Human and Model-Generated Explanations,2022,,resolved
T006_W0_DIRECT__deepseek-chat.txt,"Kumar, A., Singh, P., & Sharma, R. (2023). Semantic similarity-based detection of hallucinated references in LLM outputs. *Proceedings of the 2023 Conference on Empirical Methods in Natural Language P",10.18653/v1/2023.emnlp-main.112,crossref,Active Instruction Tuning: Improving Cross-Task Generalization by Training on Prompt Sensitive Tasks,2023,,resolved
T006_W0_DIRECT__deepseek-chat.txt,"Wang, X., Zhao, M., & Huang, J. (2023). Multi-task learning for reference existence and accessibility prediction in LLM-generated text. *Proceedings of the AAAI Conference on Artificial Intelligence*,",10.1609/aaai.v37i5.25678,crossref,Mediated Cheap Talk Design,2023,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"M. Färber and A. Thiemann, ""Challenges in Automated Citation Verification for Non-English Scholarly Works,"" *Scientometrics*, vol. 128, no. 2, pp. 1123–1145, 2023, doi: 10.1007/s11192-022-04591-2.",10.1007/s11192-022-04591-2,unresolved,,,,unresolved
T006_W0_DIRECT__deepseek-chat.txt,"Ghosal, T., Verma, R., & Ekbal, A. (2022). Automatic verification of biomedical references generated by language models using PubMed. *Journal of Biomedical Informatics*, 128, 104030. DOI: 10.1016/j.j",10.1016/j.jbi.2022.104030,openalex,Applications of artificial intelligence to aid early detection of dementia: A scoping review on current capabilities and future directions,2022,,resolved
T006_W0_DIRECT__deepseek-chat.txt,"Zhang, Y., Chen, L., & Liu, H. (2024). A dual-encoder model for verifying generated academic references via contrastive learning. *IEEE Transactions on Knowledge and Data Engineering*, 36(4), 1456–146",10.1109/TKDE.2023.3324187,unresolved,,,,unresolved
T006_W0_DIRECT__deepseek-chat.txt,"Li, Q., Sun, Y., & Zhang, W. (2024). Cross-lingual hallucinated reference detection using XLM-R and multilingual datasets. *ACM Transactions on Asian and Low-Resource Language Information Processing*,",10.1145/3635321,unresolved,,,,unresolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Wang, J., Chen, T., & Li, M. (2024). CiteCheck: A benchmark for evaluating citation authenticity in large language model outputs. In *Proceedings of the 62nd Annual Meeting of the Association for Comp",10.18653/v1/2024.acl-long.89,crossref,Language Model Adaption for Reinforcement Learning with Natural Language Action Space,2024,,resolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Guo, Y., Zhao, R., & Huang, S. (2023). Citation fingerprint: Detecting fabricated references by statistical anomalies. *Journal of Informetrics*, 17(4), 101456. DOI: 10.1016/j.joi.2023.101456",10.1016/j.joi.2023.101456,crossref,"The k-step h-index in citation networks at the paper, author, and institution levels",2023,,resolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Zhang, Y., Wang, Z., & Liu, H. (2024). Context-aware detection of fabricated citations in LLM-generated text. *arXiv preprint arXiv:2403.12345*. DOI: 10.48550/arXiv.2403.12345",10.48550/arXiv.2403.12345,openalex,"Performance Portable Monte Carlo Particle Transport on Intel, NVIDIA, and AMD GPUs",2024,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Li, X., Zhang, Y., & Chen, H. (2024). Automatic verification of LLM-generated references via search engine validation. *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Proc",10.18653/v1/2024.emnlp-main.89,crossref,UniFashion: A Unified Vision-Language Model for Multimodal Fashion Retrieval and Generation,2024,,resolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Cabanac, G., Oikonomidi, T., & Boutron, I. (2021). Day-to-day discovery of preprint-publication links. *Scientometrics*, 126(6), 5285–5304. DOI: 10.1007/s11192-021-03969-6",10.1007/s11192-021-03969-6,unresolved,,,,unresolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Li, X., Sun, Y., & Zhang, C. (2023). Reference verification via knowledge graph alignment for scholarly AI. In *Proceedings of the 22nd ACM/IEEE Joint Conference on Digital Libraries (JCDL)*, pp. 45–4",10.1145/3596951.3596958,unresolved,,,,unresolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Patel, R., & Gupta, N. (2024). Semantic matching for reference authenticity classification using pre-trained language models. *Proceedings of the 62nd Annual Meeting of the Association for Computation",10.18653/v1/2024.acl-long.15,crossref,A Novel Cartography-Based Curriculum Learning Method Applied on RoNLI: The First Romanian Natural Language Inference Corpus,2024,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Zhao, L., & Ouyang, F. (2024). Cross-lingual challenges in detecting fabricated references: A bias analysis. *Transactions of the Association for Computational Linguistics*, 12, 789-803. DOI: 10.1162/",10.1162/tacl_a_00678,crossref,Can Authorship Attribution Models Distinguish Speakers in Speech Transcripts?,2024,,resolved
T006_W3_VERIFY_REPAIR__deepseek-chat.txt,"Cabanac, G., Frommholz, I., & Mayr, P. (2021). References Checker: A tool for verifying the existence of references in scholarly papers. *Journal of the Association for Information Science and Technol",10.1002/asi.24482,crossref,"Emulation practices for software preservation in libraries, archives, and museums",2021,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Brown, T., & Kim, D. (2023). Hallucination in reference generation: A case study of large language models. *arXiv preprint arXiv:2310.12345*. DOI: 10.48550/arXiv.2310.12345",10.48550/arXiv.2310.12345,openalex,ClusT3: Information Invariant Test-Time Training,2023,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wang, J., Liu, S., & Zhou, M. (2024). Multi-round metadata matching for detecting fabricated citations. *Journal of Artificial Intelligence Research*, 79, 455-478. DOI: 10.1613/jair.1.15342",10.1613/jair.1.15342,unresolved,,,,unresolved
T006_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wang, Y., Liu, Z., & Sun, M. (2023). BERT-based classification of fabricated references in AI-generated text. *Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing*, ",10.18653/v1/2023.emnlp-main.31,crossref,Diversity Enhanced Narrative Question Generation for Storybooks,2023,,resolved
T007_W0_DIRECT__deepseek-chat.txt,"M. Y. Teufel and M. Moens, “Summarizing scientific articles: Experiments with relevance and rhetorical status,” *Computational Linguistics*, vol. 28, no. 4, pp. 409–445, 2002, doi: 10.1162/08912010276",10.1162/089120102762671954,crossref,Efficiently Computed Lexical Chains as an Intermediate Representation for Automatic Text Summarization,2002,,resolved
T006_W3_VERIFY_REPAIR__deepseek-chat.txt,"Chen, L., Zhao, R., & Wu, J. (2024). RefVerify: A multi-round query system for validating synthetic references. *Quantitative Science Studies*, 5(3), 612–631. DOI: 10.1162/qss_a_00312",10.1162/qss_a_00312,crossref,"Talent hat, cross-border mobility, and career development in China",2024,,resolved
T006_W3_VERIFY_REPAIR__deepseek-chat.txt,"Giménez-Toledo, E., Tejada-Artigas, C., & Mañana-Rodríguez, J. (2022). Multi-source verification of bibliographic references using open metadata. *Scientometrics*, 127(5), 2783–2802. DOI: 10.1007/s111",10.1007/s11192-022-04342-1,unresolved,,,,unresolved
T007_W0_DIRECT__deepseek-chat.txt,"A. C. D. Greenberg, “The rise of citation hacking: How authors manipulate references to inflate impact,” *Nature*, vol. 573, no. 7772, pp. 177–179, 2019, doi: 10.1038/d41586-019-02678-2.",10.1038/d41586-019-02678-2,crossref,South African system tracks SDG research,2019,,resolved
T007_W0_DIRECT__deepseek-chat.txt,"A. Lauscher, G. Glavaš, and S. P. Ponzetto, “Claim-citation verification: A new task for verifying scientific claims against cited sources,” in *Proceedings of the 59th Annual Meeting of the Associati",10.18653/v1/2021.acl-long.99,crossref,Align Voting Behavior with Public Statements for Legislator Representation Learning,2021,,resolved
T006_W3_VERIFY_REPAIR__deepseek-chat.txt,"Li, X., & Zhang, H. (2024). Retrieval-augmented verification of LLM-generated references via knowledge graphs. *Journal of Informetrics*, 18(2), 101567. DOI: 10.1016/j.joi.2024.101567",10.1016/j.joi.2024.101567,unresolved,,,,unresolved
T007_W0_DIRECT__deepseek-chat.txt,"D. Wright and I. Augenstein, “Faithfulness in citation context: A dataset and model for verifying whether citations support claims,” in *Proceedings of the 2022 Conference on Empirical Methods in Natu",10.18653/v1/2022.emnlp-main.305,crossref,SLING: Sino Linguistic Evaluation of Large Language Models,2022,,resolved
T007_W0_DIRECT__deepseek-chat.txt,"T. J. Jurgens, S. Kumar, R. Hoover, and D. Jurafsky, “Citation context analysis: A new approach to understanding the impact of scientific research,” in *Proceedings of the 2018 Conference on Empirical",10.18653/v1/D18-1364,crossref,Implicational Universals in Stochastic Constraint-Based Phonology,2018,,resolved
T007_W0_DIRECT__deepseek-chat.txt,"J. P. Smith and L. M. Johnson, “Citation integrity: Detecting misrepresentation in academic writing,” *Journal of the Association for Information Science and Technology*, vol. 72, no. 5, pp. 567–582, ",10.1002/asi.24436,crossref,Predicting users' continued engagement in online health communities from the quantity and quality of received support,2020,,resolved
T007_W1_CAUTIOUS__deepseek-chat.txt,"Teufel, S., Siddharthan, A., & Tidhar, D. (2006). Automatic classification of citation function. *Proceedings of the 2006 Conference on Empirical Methods in Natural Language Processing (EMNLP)*, 103–1",10.3115/1610075.1610091,crossref,Automatic classification of citation function,2006,,resolved
T007_W1_CAUTIOUS__deepseek-chat.txt,"Greenberg, S. A. (2009). How citation distortions create unfounded authority: Analysis of a citation network. *BMJ*, 339, b2680. https://doi.org/10.1136/bmj.b2680",10.1136/bmj.b2680,crossref,How citation distortions create unfounded authority: analysis of a citation network,2009,,resolved
T007_W1_CAUTIOUS__deepseek-chat.txt,"Wadden, D., Lo, K., Wang, L. L., Lin, S., Bhatt, M., & Downey, D. (2022). Fact or fiction: Verifying scientific claims with evidence from the full text of papers. *Proceedings of the 2022 Conference o",10.18653/v1/2022.naacl-main.347,crossref,Counterfactually Augmented Data and Unintended Bias: The Case of Sexism and Hate Speech Detection,2022,,resolved
T007_W1_CAUTIOUS__deepseek-chat.txt,"Cohan, A., Feldman, S., Beltagy, I., Downey, D., & Weld, D. S. (2020). SPECTER: Document-level representation learning using citation-informed transformers. *Proceedings of the 58th Annual Meeting of ",10.18653/v1/2020.acl-main.207,crossref,SPECTER: Document-level Representation Learning using Citation-informed Transformers,2020,,resolved
T007_W1_CAUTIOUS__deepseek-chat.txt,"Wright, J. D. (2016). Citation checking: A methodology for assessing the accuracy of references. *Journal of the Medical Library Association*, 104(2), 141–144. https://doi.org/10.3163/1536-5050.104.2.",10.3163/1536-5050.104.2.008,crossref,Gaps in affiliation indexing in Scopus and PubMed,2016,,resolved
T007_W0_DIRECT__deepseek-chat.txt,"R. Zhang, H. Wang, and Q. Liu, “Evaluating implicit claims in citation contexts: Challenges and benchmarks,” in *Advances in Neural Information Processing Systems (NeurIPS)*, vol. 35, 2022, pp. 11234–",10.48550/arXiv.2211.01234,openalex,Uncertainty-Aware DNN for Multi-Modal Camera Localization,2022,,resolved
T007_W1_CAUTIOUS__deepseek-chat.txt,"Lauscher, A., Glavaš, G., & Ponzetto, S. P. (2022). Are we there yet? A critical examination of zero-shot and few-shot evaluation of large language models for scientific claim verification. *Proceedin",10.18653/v1/2022.emnlp-main.69,crossref,Multilingual Relation Classification via Efficient and Effective Prompting,2022,,resolved
T007_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Chen, L., et al. (2021). Automated detection of citation-supported claims using semantic similarity. *Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing*, 1123–1134",10.18653/v1/2021.emnlp-main.89,crossref,We’ve had this conversation before: A Novel Approach to Measuring Dialog Similarity,2021,,resolved
T007_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Smith, J., & Doe, A. (2020). Checking citation accuracy: A guide for reviewers. *Journal of Scholarly Communication*, 12(3), 45–60. DOI: 10.1234/jsc.2020.003",10.1234/jsc.2020.003,unresolved,,,,unresolved
T007_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Lee, K., & Park, S. (2019). Citation integrity: A framework for evaluating evidential support. *Research Integrity and Peer Review*, 4(1), 15. DOI: 10.1186/s41073-019-0075-2",10.1186/s41073-019-0075-2,unresolved,,,,unresolved
T007_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wang, Y., & Zhang, H. (2018). Citation amnesia: How speculative findings become established facts. *Nature Reviews Methods Primers*, 2, 34. DOI: 10.1038/s43586-018-0034-5",10.1038/s43586-018-0034-5,unresolved,,,,unresolved
T007_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Garcia, M., & Brown, T. (2022). Triangulation in systematic reviews: A method for verifying cited support. *Systematic Reviews*, 11, 201. DOI: 10.1186/s13643-022-02015-7",10.1186/s13643-022-02015-7,unresolved,,,,unresolved
T007_W3_VERIFY_REPAIR__deepseek-chat.txt,"M. Y. Teufel, A. Siddharthan, and D. Tidhar, ""Automatic classification of citation function,"" in *Proceedings of the 2006 Conference on Empirical Methods in Natural Language Processing*, 2006, pp. 103",10.3115/1610075.1610091,crossref,Automatic classification of citation function,2006,,resolved
T007_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Patel, R., & Kim, J. (2023). Methodological rigor as a prerequisite for evidential support in citations. *Accountability in Research*, 30(4), 215–230. DOI: 10.1080/08989621.2022.2142201",10.1080/08989621.2022.2142201,unresolved,,,,unresolved
T007_W3_VERIFY_REPAIR__deepseek-chat.txt,"V. I. Stammbach, D. K. D. S. Singh, and A. R. B. K. Ghosh, ""VERISCI: Extending scientific claim verification to full-text papers,"" in *Proceedings of the 2022 Conference of the North American Chapter ",10.18653/v1/2022.naacl-main.89,crossref,DISAPERE: A Dataset for Discourse Structure in Peer Review Discussions,2022,,resolved
T008_W0_DIRECT__deepseek-chat.txt,"Harwood, N. (2009). An interview-based study of the functions of citations in academic writing across two disciplines. Journal of Pragmatics, 41(3), 497–518. DOI: 10.1016/j.pragma.2008.06.001",10.1016/j.pragma.2008.06.001,crossref,An interview-based study of the functions of citations in academic writing across two disciplines,2009,,resolved
T008_W0_DIRECT__deepseek-chat.txt,"Bornmann, L., & Daniel, H. D. (2008). What do citation counts measure? A review of studies on citing behavior. Journal of Documentation, 64(1), 45–80. DOI: 10.1108/00220410810844150",10.1108/00220410810844150,crossref,What do citation counts measure? A review of studies on citing behavior,2008,,resolved
T008_W0_DIRECT__deepseek-chat.txt,"Merton, R. K. (1973). The sociology of science: Theoretical and empirical investigations. University of Chicago Press. DOI: 10.7208/chicago/9780226924434.001.0001",10.7208/chicago/9780226924434.001.0001,unresolved,,,,unresolved
T007_W3_VERIFY_REPAIR__deepseek-chat.txt,"D. Wadden, K. Lo, L. L. Wang, S. Bhakthavatsalam, D. S. Weld, and O. Etzioni, ""SCIVER: A dataset and model for scientific claim verification,"" in *Advances in Neural Information Processing Systems*, v",10.48550/arXiv.1909.08127,doi_resolves_only,,,,resolved
T008_W0_DIRECT__deepseek-chat.txt,"Teufel, S., Siddharthan, A., & Tidhar, D. (2006). Automatic classification of citation function. Proceedings of the 2006 Conference on Empirical Methods in Natural Language Processing, 103–110. DOI: 1",10.3115/1610075.1610091,crossref,Automatic classification of citation function,2006,,resolved
T008_W0_DIRECT__deepseek-chat.txt,"Cohan, A., Ammar, W., van Zuylen, M., & Cady, F. (2019). Structural scaffolds for citation intent classification in scientific publications. Proceedings of the 2019 Conference of the North American Ch",10.18653/v1/N19-1361,crossref,Structural Scaffolds for Citation Intent Classification in Scientific Publications,2019,,resolved
T008_W0_DIRECT__deepseek-chat.txt,"Small, H. (2018). Citation contexts and the growth of knowledge: A perspective on the sociology of science. Journal of the Association for Information Science and Technology, 69(9), 1080–1092. DOI: 10",10.1002/asi.24032,crossref,Identifying bacterial biotope entities using sequence labeling: Performance and feature analysis,2018,,resolved
T007_W3_VERIFY_REPAIR__deepseek-chat.txt,"D. M. Simkin and V. P. Roychowdhury, ""Read before you cite!,"" *Complex Systems*, vol. 14, no. 3, pp. 269–274, 2003. DOI: 10.48550/arXiv.cond-mat/0212043",10.48550/arXiv.cond-mat/0212043,doi_resolves_only,,,,resolved
T008_W1_CAUTIOUS__deepseek-chat.txt,"Brown, L. (2018). Citation sufficiency: A framework for evaluating the strength of references. *Studies in Higher Education*, 43(4), 678–693. DOI: 10.1080/03075079.2016.1185774",10.1080/03075079.2016.1185774,crossref,The influence of universities’ organizational features on professorial intellectual leadership,2016,,resolved
T008_W0_DIRECT__deepseek-chat.txt,"Simkin, M. V., & Roychowdhury, V. P. (2003). Read before you cite! Complex Systems, 14(3), 269–274. DOI: 10.48550/arXiv.cond-mat/0212043",10.48550/arXiv.cond-mat/0212043,doi_resolves_only,,,,resolved
T008_W1_CAUTIOUS__deepseek-chat.txt,"Smith, J. (2015). The fallacy of citation: When referencing real sources fails to support arguments. *Journal of Academic Writing*, 5(2), 45–58. DOI: 10.18552/joaw.v5i2.210",10.18552/joaw.v5i2.210,unresolved,,,,unresolved
T008_W1_CAUTIOUS__deepseek-chat.txt,"Johnson, P., & Lee, K. (2017). Misrepresentation in citation: An empirical analysis of distorted references. *Research Integrity and Peer Review*, 2(1), 12. DOI: 10.1186/s41073-017-0035-9",10.1186/s41073-017-0035-9,unresolved,,,,unresolved
T008_W1_CAUTIOUS__deepseek-chat.txt,"Chen, Y., & Wang, Z. (2020). Motivations behind citation choices: A cognitive perspective. *Scientometrics*, 124(3), 2145–2166. DOI: 10.1007/s11192-020-03597-2",10.1007/s11192-020-03597-2,unresolved,,,,unresolved
T008_W1_CAUTIOUS__deepseek-chat.txt,"Garcia, M. (2019). Content mismatch in scholarly citations: A bibliometric investigation. *Journal of Informetrics*, 13(1), 234–248. DOI: 10.1016/j.joi.2018.12.003",10.1016/j.joi.2018.12.003,crossref,Gender and research publishing in India: Uniformly high inequality?,2019,,resolved
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Garcia, M., & Patel, S. (2022). A semantic similarity model for evaluating citation support strength. *Quantitative Science Studies*, 3(4), 891-910. DOI: 10.1162/qss_a_00211",10.1162/qss_a_00211,crossref,Assessing the quality of bibliographic data sources for measuring international research collaboration,2022,,resolved
T008_W1_CAUTIOUS__deepseek-chat.txt,"Miller, R. (2021). Ethical dimensions of citation: Beyond mere existence. *Science and Engineering Ethics*, 27(2), 19. DOI: 10.1007/s11948-021-00305-8",10.1007/s11948-021-00305-8,unresolved,,,,unresolved
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Smith, J. A., & Johnson, L. M. (2020). The multiple functions of citations: Beyond argument support. *Journal of Scholarly Communication*, 12(3), 45-62. DOI: 10.1234/jsc.2020.12345",10.1234/jsc.2020.12345,unresolved,,,,unresolved
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Brown, T. R., & Davis, K. (2019). Context matters: How citation placement affects argument validity. *Scientometrics*, 118(2), 567-584. DOI: 10.1007/s11192-019-03001-2",10.1007/s11192-019-03001-2,unresolved,,,,unresolved
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Miller, A. D. (2018). Beyond fabrication: The ethical implications of misrepresentative real citations. *Journal of Academic Ethics*, 16(2), 133-148. DOI: 10.1007/s10805-018-9305-6",10.1007/s10805-018-9305-6,crossref,Gatekeepers of Reward: a Pilot Study on the Ethics of Editing and Competing Evaluations of Value,2018,,resolved
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wang, Y., & Lee, C. H. (2021). Citation mismatch: When real references contradict claimed findings. *Research Integrity and Peer Review*, 6(1), 15. DOI: 10.1186/s41073-021-00112-3",10.1186/s41073-021-00112-3,unresolved,,,,unresolved
T008_W3_VERIFY_REPAIR__deepseek-chat.txt,"Harzing, A. W. (2002). Are our referencing errors undermining our scholarship? A review of the literature on citation accuracy. Journal of the American Society for Information Science and Technology, ",10.1002/asi.10114,crossref,In this issue,2002,,resolved
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Chen, X., & Kim, J. (2023). Cross-disciplinary citation pitfalls: Real but misleading references. *Science and Engineering Ethics*, 29(1), 5. DOI: 10.1007/s11948-022-00435-0",10.1007/s11948-022-00435-0,unresolved,,,,unresolved
T008_W3_VERIFY_REPAIR__deepseek-chat.txt,"Bornmann, L., & Daniel, H. D. (2008). What do citation counts measure? A review of studies on citing behavior. Journal of Documentation, 64(1), 45–80. https://doi.org/10.1108/00220410810844150",10.1108/00220410810844150,crossref,What do citation counts measure? A review of studies on citing behavior,2008,,resolved
T008_W3_VERIFY_REPAIR__deepseek-chat.txt,"Bailin, A., & Grafstein, A. (2010). The readability of scholarly papers: A comparative study of citation practices. Journal of Scholarly Publishing, 41(3), 287–309. https://doi.org/10.3138/jsp.41.3.28",10.3138/jsp.41.3.287,unresolved,,,,unresolved
T009_W0_DIRECT__deepseek-chat.txt,"Wang, X., Liu, J., & Singh, A. (2023). Self-reflective multi-agent systems for argumentative text generation. *Transactions of the Association for Computational Linguistics*, 11, 789–804. DOI: 10.1162",10.1162/tacl_a_00567,crossref,How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,2023,,resolved
T009_W0_DIRECT__deepseek-chat.txt,"Li, Y., Zhang, Q., & Chen, H. (2024). Collaborative multi-agent framework for reliable academic writing. In *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMN",10.18653/v1/2024.emnlp-main.89,crossref,UniFashion: A Unified Vision-Language Model for Multimodal Fashion Retrieval and Generation,2024,,resolved
T008_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wouters, P. (2014). The citation: From culture to infrastructure. In B. Cronin & C. R. Sugimoto (Eds.), Beyond bibliometrics: Harnessing multidimensional indicators of scholarly impact (pp. 47–66). MI",10.7551/mitpress/9445.003.0006,crossref,The Citation: From Culture to Infrastructure,2014,,resolved
T009_W0_DIRECT__deepseek-chat.txt,"Patel, R., & Gupta, N. (2024). Challenges in multi-agent coordination for long-form text generation. In *Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL)*,",10.18653/v1/2024.acl-long.34,crossref,Wav2Gloss: Generating Interlinear Glossed Text from Speech,2024,,resolved
T008_W3_VERIFY_REPAIR__deepseek-chat.txt,"Ha, T. C., & Cho, J. (2020). Automated detection of citation errors: A survey of methods and tools. Scientometrics, 125(2), 1421–1443. https://doi.org/10.1007/s11192-020-03634-2",10.1007/s11192-020-03634-2,unresolved,,,,unresolved
T009_W0_DIRECT__deepseek-chat.txt,"Huang, L., Yu, W., Ma, W., Zhong, W., Feng, Z., Wang, H., ... & Liu, T. (2024). A survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions. *ACM Computing",10.1145/3625650,unresolved,,,,unresolved
T009_W0_DIRECT__deepseek-chat.txt,"Zhang, Y., & Park, S. (2024). Hierarchical multi-agent workflows for structured research writing. *arXiv preprint arXiv:2403.14567*. DOI: 10.48550/arXiv.2403.14567",10.48550/arXiv.2403.14567,openalex,Global Solutions to the 3D Half-Wave Maps Equation with Angular Regularity,2024,,resolved
T009_W0_DIRECT__deepseek-chat.txt,"Kumar, A., Saha, S., & Bhattacharyya, P. (2024). Benchmarking reliability in multi-agent research writing systems. In *Proceedings of the 2024 Conference of the North American Chapter of the Associati",10.18653/v1/2024.naacl-long.45,crossref,BeLLM: Backward Dependency Enhanced Large Language Model for Sentence Embeddings,2024,,resolved
T009_W0_DIRECT__deepseek-chat.txt,"Chen, Z., Wu, T., & Kim, J. (2024). Consensus-based fact-checking in multi-agent writing systems. *Journal of Artificial Intelligence Research*, 80, 215–240. DOI: 10.1613/jair.1.15234",10.1613/jair.1.15234,unresolved,,,,unresolved
T009_W1_CAUTIOUS__deepseek-chat.txt,"Wu, Y., Shi, Z., Li, Y., & Liu, Z. (2023). Multi-Agent Collaboration for Reliable Scientific Text Generation. *Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (E",10.18653/v1/2023.emnlp-main.70,crossref,BioT5: Enriching Cross-modal Integration in Biology with Chemical Knowledge and Natural Language Associations,2023,,resolved
T009_W1_CAUTIOUS__deepseek-chat.txt,"Li, X., Zhang, Y., & Wang, H. (2024). A Multi-Agent Workflow for Reducing Hallucinations in AI-Assisted Academic Writing. *Proceedings of the 2024 Conference of the North American Chapter of the Assoc",10.18653/v1/2024.naacl-long.28,crossref,BookSQL: A Large Scale Text-to-SQL Dataset for Accounting Domain,2024,,resolved
T009_W1_CAUTIOUS__deepseek-chat.txt,"Park, J. S., O’Brien, J., Shi, W., & Kim, S. (2023). Retrieval-Augmented Multi-Agent Systems for Factual Text Generation. *Proceedings of the 61st Annual Meeting of the Association for Computational L",10.18653/v1/2023.acl-long.45,crossref,Self-Edit: Fault-Aware Code Editor for Code Generation,2023,,resolved
T009_W1_CAUTIOUS__deepseek-chat.txt,"Qian, C., Hu, J., & Chen, J. (2023). Improving Logical Consistency in LLM-Generated Text via Multi-Agent Debate. *arXiv preprint arXiv:2305.14325*. DOI: 10.48550/arXiv.2305.14325",10.48550/arXiv.2305.14325,openalex,Improving Factuality and Reasoning in Language Models through Multiagent Debate,2023,,resolved
T009_W0_DIRECT__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-augmented generation for knowledge-intensive NLP tasks. *Advances in Neural Information Proce",10.5555/3495724.3496512,unresolved,,,,unresolved
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wu, Y., et al. (2024). ""Multi-agent verification for reducing hallucinations in academic writing."" *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing*, 1123–1135. ",10.18653/v1/2024.emnlp-main.89,crossref,UniFashion: A Unified Vision-Language Model for Multimodal Fashion Retrieval and Generation,2024,,resolved
T009_W1_CAUTIOUS__deepseek-chat.txt,"Wang, Z., Liu, F., & Zhou, M. (2024). Challenges in Multi-Agent Coordination for Scientific Writing: Cascading Errors and Overhead. *Transactions of the Association for Computational Linguistics (TACL",10.1162/tacl_a_00658,crossref,Simultaneous Selection and Adaptation of Source Data via Four-Level Optimization,2024,,resolved
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Liu, X., & Wang, Y. (2024). ""Automated citation verification via a dedicated agent in multi-authoring systems."" *Information Processing & Management*, 61(2), 103567. DOI: 10.1016/j.ipm.2023.103567",10.1016/j.ipm.2023.103567,crossref,K2vTune: A workload-aware configuration tuning for RocksDB,2024,,resolved
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Zhang, L., & Chen, H. (2023). ""Iterative multi-agent refinement for coherent research paper generation."" *Journal of Artificial Intelligence Research*, 78, 345–378. DOI: 10.1613/jair.1.14567",10.1613/jair.1.14567,unresolved,,,,unresolved
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Patel, R., & Singh, A. (2024). ""Consensus-based fact-checking in multi-agent writing systems."" *Proceedings of the AAAI Conference on Artificial Intelligence*, 38(5), 4567–4575. DOI: 10.1609/aaai.v38i",10.1609/aaai.v38i5.28901,unresolved,,,,unresolved
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Kim, J., et al. (2023). ""Planner-writer-reviewer: A multi-agent framework for scientific writing."" *Nature Machine Intelligence*, 5(10), 1128–1137. DOI: 10.1038/s42256-023-00732-5",10.1038/s42256-023-00732-5,unresolved,,,,unresolved
